ID,Handedness,Gender,Type,ConceptOrder,Resp,Axis,Pixel,Exp1,Exp2,Exp3,Exp4
S86,Right,Female,T,2,earlier,x,366,I chose more and most for toward the top and least and less through the bottom. I did this because I feel like less should be on the bottom below more.,I chose to place best and better near the top and worst and worse towards the bottom. I feel like best and better should be above worst and worse,I chose earliest and earlier to be first on top because they come before later and latest.,I put the numbers in numeral order to match where they should go.
S86,Right,Female,T,2,earlier,y,623,I chose more and most for toward the top and least and less through the bottom. I did this because I feel like less should be on the bottom below more.,I chose to place best and better near the top and worst and worse towards the bottom. I feel like best and better should be above worst and worse,I chose earliest and earlier to be first on top because they come before later and latest.,I put the numbers in numeral order to match where they should go.
S86,Right,Female,T,3,later,x,379,I chose more and most for toward the top and least and less through the bottom. I did this because I feel like less should be on the bottom below more.,I chose to place best and better near the top and worst and worse towards the bottom. I feel like best and better should be above worst and worse,I chose earliest and earlier to be first on top because they come before later and latest.,I put the numbers in numeral order to match where they should go.
S86,Right,Female,T,3,later,y,125,I chose more and most for toward the top and least and less through the bottom. I did this because I feel like less should be on the bottom below more.,I chose to place best and better near the top and worst and worse towards the bottom. I feel like best and better should be above worst and worse,I chose earliest and earlier to be first on top because they come before later and latest.,I put the numbers in numeral order to match where they should go.
S86,Right,Female,T,4,latest,x,382,I chose more and most for toward the top and least and less through the bottom. I did this because I feel like less should be on the bottom below more.,I chose to place best and better near the top and worst and worse towards the bottom. I feel like best and better should be above worst and worse,I chose earliest and earlier to be first on top because they come before later and latest.,I put the numbers in numeral order to match where they should go.
S86,Right,Female,T,4,latest,y,67,I chose more and most for toward the top and least and less through the bottom. I did this because I feel like less should be on the bottom below more.,I chose to place best and better near the top and worst and worse towards the bottom. I feel like best and better should be above worst and worse,I chose earliest and earlier to be first on top because they come before later and latest.,I put the numbers in numeral order to match where they should go.
S86,Right,Female,V,1,worst,x,379,I chose more and most for toward the top and least and less through the bottom. I did this because I feel like less should be on the bottom below more.,I chose to place best and better near the top and worst and worse towards the bottom. I feel like best and better should be above worst and worse,I chose earliest and earlier to be first on top because they come before later and latest.,I put the numbers in numeral order to match where they should go.
S86,Right,Female,V,1,worst,y,489,I chose more and most for toward the top and least and less through the bottom. I did this because I feel like less should be on the bottom below more.,I chose to place best and better near the top and worst and worse towards the bottom. I feel like best and better should be above worst and worse,I chose earliest and earlier to be first on top because they come before later and latest.,I put the numbers in numeral order to match where they should go.
S86,Right,Female,V,2,worse,x,379,I chose more and most for toward the top and least and less through the bottom. I did this because I feel like less should be on the bottom below more.,I chose to place best and better near the top and worst and worse towards the bottom. I feel like best and better should be above worst and worse,I chose earliest and earlier to be first on top because they come before later and latest.,I put the numbers in numeral order to match where they should go.
S86,Right,Female,V,2,worse,y,403,I chose more and most for toward the top and least and less through the bottom. I did this because I feel like less should be on the bottom below more.,I chose to place best and better near the top and worst and worse towards the bottom. I feel like best and better should be above worst and worse,I chose earliest and earlier to be first on top because they come before later and latest.,I put the numbers in numeral order to match where they should go.
S86,Right,Female,V,3,better,x,377,I chose more and most for toward the top and least and less through the bottom. I did this because I feel like less should be on the bottom below more.,I chose to place best and better near the top and worst and worse towards the bottom. I feel like best and better should be above worst and worse,I chose earliest and earlier to be first on top because they come before later and latest.,I put the numbers in numeral order to match where they should go.
S86,Right,Female,V,3,better,y,592,I chose more and most for toward the top and least and less through the bottom. I did this because I feel like less should be on the bottom below more.,I chose to place best and better near the top and worst and worse towards the bottom. I feel like best and better should be above worst and worse,I chose earliest and earlier to be first on top because they come before later and latest.,I put the numbers in numeral order to match where they should go.
S86,Right,Female,V,4,best,x,379,I chose more and most for toward the top and least and less through the bottom. I did this because I feel like less should be on the bottom below more.,I chose to place best and better near the top and worst and worse towards the bottom. I feel like best and better should be above worst and worse,I chose earliest and earlier to be first on top because they come before later and latest.,I put the numbers in numeral order to match where they should go.
S86,Right,Female,V,4,best,y,653,I chose more and most for toward the top and least and less through the bottom. I did this because I feel like less should be on the bottom below more.,I chose to place best and better near the top and worst and worse towards the bottom. I feel like best and better should be above worst and worse,I chose earliest and earlier to be first on top because they come before later and latest.,I put the numbers in numeral order to match where they should go.
S87,Right,Male,N,1,2,x,621,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,N,1,2,y,505,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,N,2,4,x,652,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,N,2,4,y,278,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,N,3,7,x,247,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,N,3,7,y,112,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,N,4,9,x,76,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,N,4,9,y,366,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,Q,1,least,x,382,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,Q,1,least,y,48,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,Q,2,less,x,375,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,Q,2,less,y,198,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,Q,3,more,x,369,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,Q,3,more,y,483,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,Q,4,most,x,369,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,Q,4,most,y,680,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,T,1,earliest,x,80,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,T,1,earliest,y,693,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,T,2,earlier,x,277,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,T,2,earlier,y,700,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,T,3,later,x,568,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,T,3,later,y,698,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,T,4,latest,x,718,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S87,Right,Male,T,4,latest,y,697,Basically thought of the circle as a container- bottom (least) top (most),NA,"Left to right order-- left words are the ""earliest"" we see if reading left to right",Analog Clock- just seemed to be the most practical
S88,Right,Male,N,1,2,x,381,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,N,1,2,y,555,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,N,2,4,x,378,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,N,2,4,y,622,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,N,3,7,x,381,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,N,3,7,y,484,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,N,4,9,x,384,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,N,4,9,y,429,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,Q,1,least,x,370,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,Q,1,least,y,665,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,Q,2,less,x,371,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,Q,2,less,y,622,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,Q,3,more,x,408,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,Q,3,more,y,59,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,Q,4,most,x,406,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,Q,4,most,y,130,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,T,1,earliest,x,375,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,T,1,earliest,y,637,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,T,2,earlier,x,368,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,T,2,earlier,y,687,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,T,3,later,x,402,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,T,3,later,y,47,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,T,4,latest,x,399,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S88,Right,Male,T,4,latest,y,100,I HAVE ORDERED LEAST AND LESS TOP SIDE AND  MORE MOST WORDS  LOW SIDE ORDERED.,N/A,I HAVE ORDERED EARLIER AND EARLIEST WORDS TOP SIDE AND LATER AND LATEST WORDS BOTTOM SIDE.,N/A
S89,Right,Male,N,1,2,x,626,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,N,1,2,y,200,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,N,2,4,x,537,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,N,2,4,y,615,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,N,3,7,x,261,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,N,3,7,y,92,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,N,4,9,x,83,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,N,4,9,y,346,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,Q,1,least,x,684,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,Q,1,least,y,363,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,Q,2,less,x,380,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,Q,2,less,y,59,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,Q,3,more,x,78,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,Q,3,more,y,353,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,Q,4,most,x,388,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,Q,4,most,y,657,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,V,1,worst,x,77,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,V,1,worst,y,364,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,V,2,worse,x,684,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,V,2,worse,y,366,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,V,3,better,x,388,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,V,3,better,y,55,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,V,4,best,x,376,Like a clock,Like a clock,Like a clock,Like a clock
S89,Right,Male,V,4,best,y,666,Like a clock,Like a clock,Like a clock,Like a clock
S9,Right,Male,Q,1,least,x,175,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,Q,1,least,y,569,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,Q,2,less,x,502,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,Q,2,less,y,610,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,Q,3,more,x,435,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,Q,3,more,y,369,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,Q,4,most,x,364,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,Q,4,most,y,364,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,T,1,earliest,x,567,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,T,1,earliest,y,603,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,T,2,earlier,x,193,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,T,2,earlier,y,209,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,T,3,later,x,371,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,T,3,later,y,354,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,T,4,latest,x,424,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,T,4,latest,y,400,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,V,1,worst,x,235,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,V,1,worst,y,563,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,V,2,worse,x,524,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,V,2,worse,y,624,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,V,3,better,x,376,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,V,3,better,y,333,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,V,4,best,x,376,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S9,Right,Male,V,4,best,y,397,"I wanted Most and More near the center because it seemed more positive, but I misclicked and put most and more towards the edge.","I wanted the more positive words in the center, so I put better and best in the middle and worse and worst towards the outer edge.",I wanted earliest and earlier more towards the center because they seemed more positive than later and latest.,I didn't get any numbers for my clicks.
S91,Left,Male,Q,1,least,x,97,NA,NA,NA,NA
S91,Left,Male,Q,1,least,y,380,NA,NA,NA,NA
S91,Left,Male,Q,2,less,x,245,NA,NA,NA,NA
S91,Left,Male,Q,2,less,y,383,NA,NA,NA,NA
S91,Left,Male,Q,3,more,x,438,NA,NA,NA,NA
S91,Left,Male,Q,3,more,y,379,NA,NA,NA,NA
S91,Left,Male,Q,4,most,x,667,NA,NA,NA,NA
S91,Left,Male,Q,4,most,y,372,NA,NA,NA,NA
S91,Left,Male,T,1,earliest,x,396,NA,NA,NA,NA
S91,Left,Male,T,1,earliest,y,44,NA,NA,NA,NA
S91,Left,Male,T,2,earlier,x,66,NA,NA,NA,NA
S91,Left,Male,T,2,earlier,y,407,NA,NA,NA,NA
S91,Left,Male,T,3,later,x,385,NA,NA,NA,NA
S91,Left,Male,T,3,later,y,691,NA,NA,NA,NA
S91,Left,Male,T,4,latest,x,707,NA,NA,NA,NA
S91,Left,Male,T,4,latest,y,399,NA,NA,NA,NA
S91,Left,Male,V,1,worst,x,64,NA,NA,NA,NA
S91,Left,Male,V,1,worst,y,375,NA,NA,NA,NA
S91,Left,Male,V,2,worse,x,278,NA,NA,NA,NA
S91,Left,Male,V,2,worse,y,373,NA,NA,NA,NA
S91,Left,Male,V,3,better,x,538,NA,NA,NA,NA
S91,Left,Male,V,3,better,y,378,NA,NA,NA,NA
S91,Left,Male,V,4,best,x,711,NA,NA,NA,NA
S91,Left,Male,V,4,best,y,383,NA,NA,NA,NA
S92,Right,Male,N,1,2,x,319,na,na,na,na
S92,Right,Male,N,1,2,y,592,na,na,na,na
S92,Right,Male,N,2,4,x,570,na,na,na,na
S92,Right,Male,N,2,4,y,281,na,na,na,na
S92,Right,Male,N,3,7,x,238,na,na,na,na
S92,Right,Male,N,3,7,y,230,na,na,na,na
S92,Right,Male,N,4,9,x,187,na,na,na,na
S92,Right,Male,N,4,9,y,359,na,na,na,na
S92,Right,Male,Q,1,least,x,530,na,na,na,na
S92,Right,Male,Q,1,least,y,286,na,na,na,na
S92,Right,Male,Q,2,less,x,373,na,na,na,na
S92,Right,Male,Q,2,less,y,240,na,na,na,na
S92,Right,Male,Q,3,more,x,299,na,na,na,na
S92,Right,Male,Q,3,more,y,422,na,na,na,na
S92,Right,Male,Q,4,most,x,496,na,na,na,na
S92,Right,Male,Q,4,most,y,422,na,na,na,na
S92,Right,Male,T,1,earliest,x,571,na,na,na,na
S92,Right,Male,T,1,earliest,y,491,na,na,na,na
S92,Right,Male,T,2,earlier,x,538,na,na,na,na
S92,Right,Male,T,2,earlier,y,257,na,na,na,na
S92,Right,Male,T,3,later,x,239,na,na,na,na
S92,Right,Male,T,3,later,y,510,na,na,na,na
S92,Right,Male,T,4,latest,x,298,na,na,na,na
S92,Right,Male,T,4,latest,y,199,na,na,na,na
S92,Right,Male,V,1,worst,x,381,na,na,na,na
S92,Right,Male,V,1,worst,y,244,na,na,na,na
S92,Right,Male,V,2,worse,x,227,na,na,na,na
S92,Right,Male,V,2,worse,y,220,na,na,na,na
S92,Right,Male,V,3,better,x,561,na,na,na,na
S92,Right,Male,V,3,better,y,360,na,na,na,na
S92,Right,Male,V,4,best,x,280,na,na,na,na
S92,Right,Male,V,4,best,y,510,na,na,na,na
S93,Right,Female,Q,1,least,x,586,NA,I wanted to put best/worst opposite each other,"I put them in relation to time on a clock, 12 being earliest","I didn't have the option to place numbers, only words"
